11,0.282,2.848,-5.484,5.526,3.186,-0.799,7.773,0.580,2.707,-4.799,8.576,-1.364,-3.554,-0.137,-0.717,-0.598,-1.002,-1.176,1.049,0.064,0.005,0.603,-1.994,0.387,1.209,-0.056,-0.096,0.233,0.170,0.129,0.274,0.425,-0.266,0.261,0.357,1.019,0.895,0.912,0.065,0,0
12,-0.207,2.194,-6.179,4.946,0.851,0.067,7.301,0.715,2.954,-5.769,8.378,0.872,0.079,-0.272,-0.063,-0.126,-0.382,-0.626,0.933,-0.335,0.319,0.441,-0.248,1.180,2.088,0.086,-0.027,0.457,0.372,0.457,0.462,-0.007,0.329,0.196,-0.163,1.298,0.392,0.215,0.088,0,0
13,-0.190,3.336,-6.297,2.727,0.367,2.359,6.909,0.013,4.114,-5.756,8.685,2.513,2.792,-0.371,0.514,0.604,0.599,0.309,0.709,0.526,0.915,-0.030,0.930,1.138,1.849,0.197,-0.043,0.309,0.319,0.462,0.378,-0.419,0.589,-0.017,-0.382,0.984,0.040,-0.575,0.041,0,0
14,-0.825,3.873,-5.071,4.962,2.673,1.356,6.169,2.033,3.061,-3.750,9.151,2.689,3.249,-0.214,0.770,0.858,1.019,0.424,0.035,1.931,0.350,-0.797,1.972,0.613,0.381,0.200,-0.019,0.016,-0.050,-0.072,0.072,-0.411,0.404,-0.170,0.026,0.324,-0.080,-0.876,-0.036,0,0
15,-1.266,4.581,-3.019,8.516,3.821,2.103,10.967,4.494,2.504,-1.158,9.174,3.416,4.107,-0.380,0.412,0.507,0.608,0.187,-0.597,1.874,-0.095,-0.687,1.818,0.868,-0.810,0.090,0.026,-0.214,-0.412,-0.554,-0.181,-0.353,-0.335,-0.333,0.484,-0.187,-0.227,-0.634,-0.093,0,0
16,-0.739,5.422,-3.529,7.144,1.242,0.372,14.927,0.226,-0.226,1.793,9.132,3.483,1.325,-0.362,0.068,-0.329,-0.746,-0.203,-0.467,1.011,-0.028,0.900,0.926,0.914,-0.963,-0.039,0.055,-0.291,-0.397,-0.520,-0.108,-0.072,-0.917,-0.148,0.722,-0.525,-0.421,-0.048,-0.104,0,0
17,-2.132,4.620,-4.534,4.676,2.018,-0.137,11.900,0.443,2.323,0.563,9.142,6.458,-0.295,-0.168,-0.207,-0.865,-1.286,-0.282,-0.806,-0.688,-0.559,1.540,0.518,-0.147,-0.648,-0.148,0.134,-0.141,0.005,-0.109,-0.081,0.161,-0.839,-0.171,0.362,-0.464,-0.593,0.385,-0.071,0,0
18,-2.202,4.194,-5.958,3.149,2.557,0.138,10.756,3.916,7.655,0.022,8.970,5.736,0.634,-0.043,-0.374,-0.441,-0.636,0.116,-0.222,-1.374,-0.157,1.700,-0.001,-0.984,0.058,-0.199,0.067,0.000,0.477,0.299,-0.069,0.208,-0.472,-0.418,-0.272,-0.217,-0.238,0.411,-0.012,0,0
19,-1.377,4.163,-6.128,4.083,1.754,-1.809,9.616,-0.145,6.265,2.318,8.517,1.553,1.215,0.131,-0.073,0.588,0.006,-0.379,0.084,-1.131,-0.884,0.721,-0.040,-1.150,0.605,-0.185,-0.049,0.054,0.598,0.358,0.023,0.347,0.029,-0.342,-0.213,0.103,0.355,0.207,0.041,0,0
20,-1.332,3.783,-4.936,4.261,1.954,0.099,9.197,-0.262,6.302,0.911,8.448,1.015,0.859,-0.178,0.003,1.330,0.104,-0.500,0.128,-1.127,-1.958,-0.050,0.120,0.225,0.466,-0.079,-0.036,0.016,0.260,0.287,0.109,0.252,0.226,-0.225,-0.112,0.400,0.532,0.068,0.079,0,0
21,-1.913,4.461,-2.103,4.149,0.423,0.306,7.026,-1.888,6.605,-0.082,8.479,3.068,2.618,-0.344,-0.124,1.242,0.133,0.139,0.757,-0.666,-1.366,1.351,0.973,1.023,0.182,-0.003,0.095,-0.066,-0.189,0.329,0.349,0.154,0.362,0.364,-0.213,0.209,0.204,0.111,0.121,0,0
22,-2.826,4.057,-1.319,3.637,0.725,-0.279,6.414,-5.000,7.235,1.824,8.593,6.106,2.262,0.015,-0.269,0.535,0.737,0.404,0.703,-0.474,-1.039,0.823,1.492,0.589,0.609,0.106,0.219,-0.084,-0.409,0.383,0.500,0.049,0.388,0.979,-0.473,-0.250,-0.216,0.289,0.147,0,0
23,-2.350,3.407,-1.727,5.060,3.066,2.163,7.677,-4.607,12.555,6.726,8.429,4.125,1.425,0.509,-0.269,0.040,1.333,0.913,0.569,0.350,0.478,-0.782,0.319,-0.310,1.086,0.326,0.107,-0.137,-0.402,0.161,0.444,-0.079,0.291,1.165,-0.759,-0.642,0.051,0.340,0.142,0,0
24,-1.036,2.962,-2.451,7.488,2.654,2.687,6.501,-4.100,7.439,4.965,9.003,3.433,4.498,0.491,-0.344,-0.112,1.420,1.612,0.465,0.304,2.017,-1.351,-0.804,-0.189,1.457,0.490,-0.125,-0.144,-0.276,-0.216,0.236,0.032,0.207,0.984,-0.251,-0.377,0.632,-0.069,0.062,0,0
25,-0.263,3.664,-1.336,8.886,4.023,1.669,8.736,0.051,2.595,-0.057,9.902,2.855,6.931,-0.046,-0.769,-0.443,0.597,1.757,0.482,0.397,2.931,-1.359,-1.090,1.669,1.460,0.515,-0.220,-0.061,-0.220,-0.487,-0.322,-0.015,-0.065,0.230,0.222,0.183,0.683,-0.521,-0.063,0,0
26,-1.417,2.210,-2.075,8.824,8.305,2.293,7.406,2.758,5.462,1.195,10.307,5.793,6.795,-0.333,-0.740,-0.602,0.024,1.161,0.906,0.535,2.652,-0.142,0.314,2.761,0.077,0.321,-0.096,0.145,-0.158,-0.582,-0.921,-0.229,-0.023,-0.509,0.157,0.185,-0.056,-0.733,-0.147,0,0
27,-2.389,-0.063,-4.133,7.375,9.027,4.773,9.212,6.620,6.748,3.160,10.351,11.287,7.575,-0.177,-0.377,-0.814,-0.403,-0.474,0.272,-0.088,1.310,-0.279,0.677,1.629,-0.828,0.096,0.062,0.327,-0.010,-0.539,-1.071,-0.413,0.171,-0.928,0.076,-0.172,-0.960,-0.546,-0.164,0,0
28,-1.637,1.124,-4.060,8.363,5.959,5.664,8.937,5.877,4.653,4.924,10.382,13.020,4.563,0.076,0.183,-0.718,-0.992,-1.880,-0.575,0.432,0.283,-1.107,-0.761,-0.448,-1.066,-0.033,0.032,0.273,0.129,-0.491,-0.785,-0.389,0.500,-0.939,0.055,-0.448,-1.141,-0.001,-0.124,0,0
29,-1.038,2.323,-4.415,7.101,2.824,1.342,7.531,5.040,1.605,1.465,10.342,7.386,3.908,0.058,0.406,-0.436,-1.588,-2.078,-0.840,1.304,-0.523,-0.496,-1.411,-1.528,-0.701,-0.129,-0.078,0.134,0.271,-0.138,-0.193,-0.057,0.632,-0.496,0.314,-0.066,-0.566,0.118,-0.074,0,0
30,-1.711,1.932,-5.526,4.000,2.008,1.131,10.406,4.961,2.500,-1.764,10.145,5.504,3.301,-0.290,0.233,-0.145,-1.839,-1.960,-0.484,2.340,-1.127,0.243,-0.880,-1.364,0.007,-0.189,-0.143,-0.021,0.345,0.446,0.291,0.042,-0.023,-0.062,0.466,0.446,-0.011,-0.100,-0.030,0,0
31,-2.062,1.564,-5.579,1.615,0.612,2.838,14.999,4.467,5.346,-0.550,9.826,7.406,4.703,-0.386,0.270,0.252,-0.670,-1.399,-0.060,2.120,-0.466,0.614,0.406,-0.743,-0.775,-0.195,-0.061,-0.104,0.279,0.906,0.670,0.110,-0.812,0.148,0.206,0.425,0.078,-0.356,-0.006,0,0
32,-2.577,2.669,-4.204,1.912,-2.735,2.495,16.902,0.531,4.000,1.529,9.697,6.190,4.202,-0.415,0.147,0.661,0.781,-0.763,-0.755,-0.093,-0.054,0.666,0.561,-0.895,-1.530,-0.151,0.110,-0.072,0.188,0.942,1.041,0.396,-1.141,0.045,-0.066,-0.009,-0.066,-0.321,-0.016,0,0
33,-2.534,3.303,-3.815,4.795,-1.800,0.358,14.881,4.927,3.925,1.849,9.591,3.325,-0.419,-0.183,-0.070,0.557,1.634,0.673,-0.157,-1.541,-0.321,0.324,-0.006,-1.370,-1.711,-0.177,0.229,0.050,0.091,0.367,1.060,0.735,-0.711,-0.413,-0.356,-0.497,-0.115,0.000,-0.028,0,0
34,-3.550,1.795,-3.102,6.315,-0.602,-1.404,9.998,4.462,6.541,-0.158,9.509,3.071,-1.790,0.159,0.044,0.642,1.719,2.207,1.543,-1.534,-0.974,0.056,-0.718,-1.380,-1.130,-0.279,0.301,0.223,-0.094,-0.354,0.523,0.642,0.003,-0.640,-0.820,-0.502,0.143,0.115,-0.015,0,0
35,-2.488,1.653,-3.344,7.584,2.909,4.003,10.743,0.897,5.693,0.261,9.033,2.114,-0.855,0.473,0.571,0.717,0.696,2.416,2.468,-0.714,-2.068,-0.859,-1.439,-1.075,-0.974,-0.272,0.187,0.173,-0.261,-0.733,-0.305,-0.129,0.172,-0.477,-1.017,-0.191,0.462,0.237,0.026,0,0
36,-1.804,3.716,-1.229,9.111,5.945,8.385,11.302,-2.324,3.398,-1.267,8.579,-0.103,-1.229,0.763,0.944,0.110,-0.520,0.979,1.142,-0.494,-2.381,-2.841,-1.233,-0.325,-1.322,-0.177,-0.014,-0.120,-0.424,-0.648,-0.769,-0.806,0.122,0.117,-0.643,0.380,0.586,0.387,0.088,0,0
37,-1.044,5.198,-1.166,6.877,7.006,7.802,10.659,-2.020,1.201,-4.789,8.695,-0.463,-5.571,0.453,0.346,-0.480,-0.913,-0.240,-0.600,-1.203,-2.003,-3.311,-0.703,0.413,-0.431,-0.097,-0.175,-0.344,-0.386,-0.101,-0.550,-0.816,0.162,0.830,0.253,0.948,0.489,0.676,0.155,0,0
38,-0.459,4.741,-3.642,4.070,2.244,2.404,7.572,-5.983,-5.418,-3.799,8.792,2.732,-6.042,0.098,-0.442,-0.882,-0.717,-0.310,-0.956,-0.680,-0.422,-1.934,0.814,0.805,0.536,0.072,-0.187,-0.242,-0.002,0.506,0.199,-0.237,0.415,1.385,1.376,0.858,0.190,0.831,0.202,0,0
39,-0.898,2.869,-4.538,5.541,3.558,3.995,6.592,-7.288,-6.452,-1.988,8.441,2.762,-0.605,-0.070,-0.457,-0.719,0.292,0.312,-0.564,0.191,1.102,-0.049,2.276,0.807,1.479,0.377,-0.036,0.148,0.463,0.710,0.500,-0.017,0.516,1.420,1.867,0.263,-0.069,0.450,0.199,0,0
40,-1.386,2.671,-3.954,6.195,6.120,5.510,9.937,-1.798,-2.446,1.402,9.066,2.312,-1.032,0.090,0.136,0.220,1.407,1.698,-0.064,0.886,2.994,2.411,1.569,0.430,1.876,0.596,0.045,0.372,0.723,0.452,0.088,-0.149,0.264,0.806,1.436,-0.602,-0.191,0.029,0.090,0,0
41,-0.928,3.945,-4.606,7.273,6.627,3.427,10.431,1.395,-0.530,3.989,10.442,3.780,-0.681,0.277,0.796,1.284,1.576,1.255,-1.129,0.595,3.389,3.853,0.232,0.256,1.146,0.637,-0.012,0.205,0.597,-0.111,-0.616,-0.129,-0.009,-0.067,0.427,-1.067,-0.185,-0.308,-0.080,0,0
42,0.007,4.884,-2.507,10.237,9.198,2.370,10.084,4.643,3.675,1.057,10.772,4.370,3.377,0.151,0.789,1.734,0.901,-0.343,-1.418,0.438,2.465,3.297,-1.176,0.123,0.849,0.392,-0.148,-0.176,0.080,-0.541,-1.058,0.171,-0.162,-0.952,-0.668,-0.589,0.006,-0.336,-0.194,0,0
43,-0.207,5.741,1.156,11.402,8.293,-0.079,9.494,6.435,9.750,-0.653,10.773,3.012,2.922,-0.159,0.240,1.511,-0.013,-1.746,-0.533,0.369,1.032,1.640,-1.684,0.035,0.450,0.077,-0.175,-0.437,-0.454,-0.522,-0.635,0.720,-0.116,-1.284,-1.250,0.206,0.233,-0.020,-0.224,0,0
44,-0.989,5.718,1.833,8.635,3.572,0.174,12.598,8.010,8.900,-2.157,10.859,3.313,1.412,-0.430,-0.463,0.504,-0.504,-2.090,0.492,0.191,-0.589,0.175,-0.420,0.569,0.544,-0.094,-0.053,-0.327,-0.579,-0.136,0.272,0.670,-0.198,-1.044,-0.983,0.858,0.216,0.089,-0.157,0,0
45,-1.226,4.728,0.779,8.010,0.711,1.861,11.018,4.872,5.060,-2.824,10.785,4.483,2.553,-0.308,-0.765,-0.370,-0.332,-1.048,1.514,0.138,-1.506,-0.838,0.884,1.200,1.198,-0.242,0.103,0.040,-0.384,0.067,0.857,0.135,-0.184,-0.362,-0.259,1.006,-0.057,-0.070,-0.063,0,0
46,-1.635,3.073,0.204,9.411,2.539,3.861,10.276,2.478,6.896,0.044,10.297,6.479,6.284,-0.037,-0.345,-0.220,0.381,0.669,0.908,-0.436,-1.485,-0.379,1.829,0.619,0.921,-0.232,0.188,0.307,-0.140,-0.081,0.632,-0.271,-0.057,0.312,0.285,0.584,-0.329,-0.357,0.021,0,0
47,-1.425,3.240,0.123,9.354,3.568,5.646,11.344,1.670,6.561,2.663,9.845,7.429,6.476,0.159,0.379,-0.047,-0.121,1.159,-0.066,-0.238,-0.330,0.625,2.221,-0.277,-0.086,-0.166,0.148,0.249,-0.160,-0.399,-0.105,-0.374,0.080,0.712,0.671,-0.008,-0.410,-0.446,0.065,0,0
48,-1.075,4.735,1.062,9.867,5.488,2.821,10.254,2.185,6.253,4.245,10.170,4.935,4.054,0.274,0.501,-0.357,-1.018,-0.032,-0.071,0.095,0.383,0.868,1.832,-0.338,-0.599,-0.028,0.101,-0.045,-0.348,-0.568,-0.683,-0.144,0.235,0.722,0.334,-0.541,-0.170,-0.226,0.060,0,0
49,-0.713,5.793,0.115,7.178,5.035,2.049,9.838,3.368,8.504,6.180,10.017,3.869,3.238,0.277,0.056,-1.103,-1.629,-1.222,0.135,0.272,1.122,1.895,0.844,-0.369,-0.271,-0.020,0.072,-0.281,-0.220,-0.189,-0.536,-0.098,0.044,0.320,-0.437,-0.751,0.095,-0.016,0.059,0,0
50,-0.623,4.302,-1.578,5.410,1.647,5.302,11.503,3.546,10.265,7.445,10.070,6.569,4.908,0.411,-0.411,-1.433,-1.706,-1.557,0.087,0.486,1.399,0.656,-0.189,-0.186,-0.118,-0.003,0.038,-0.208,0.187,0.335,0.178,-0.291,-0.186,-0.055,-0.958,-0.480,0.254,0.078,0.049,0,0
51,-0.268,3.736,-4.069,3.440,-0.620,5.079,12.080,6.600,14.028,5.282,9.797,4.765,4.696,0.452,-0.570,-0.607,-0.720,-0.757,-0.637,-0.213,0.763,-1.455,-0.524,0.120,-0.406,0.114,-0.055,-0.039,0.552,0.639,0.664,-0.316,-0.122,-0.382,-0.876,0.172,0.516,0.170,0.052,0,0
52,0.758,3.710,-4.010,3.207,0.529,1.741,11.561,7.565,6.774,3.746,10.263,3.557,2.733,0.379,-0.225,0.329,0.204,0.626,-1.142,-0.594,0.289,-2.245,0.117,0.689,-0.140,0.152,-0.205,0.045,0.399,0.519,0.574,-0.010,0.098,-0.351,0.239,0.424,0.465,0.238,0.021,0,0
53,0.855,3.237,-1.706,4.681,1.810,0.644,8.744,5.172,2.975,5.408,10.490,5.976,2.297,0.019,-0.230,0.779,0.614,1.008,-0.832,0.201,-0.234,-1.033,1.550,1.773,0.588,0.164,-0.262,0.070,-0.146,0.036,0.086,0.469,0.365,-0.145,1.047,-0.009,-0.109,0.042,-0.004,0,0
54,0.708,3.424,-1.116,5.809,3.563,1.808,10.199,5.707,4.566,7.970,10.482,9.410,5.406,-0.395,-0.355,-0.129,0.222,0.429,0.135,0.769,0.141,1.641,0.893,1.314,0.577,0.077,-0.171,0.120,-0.398,-0.267,-0.134,0.797,0.179,-0.155,1.008,-0.550,-0.643,-0.292,0.003,0,0
55,-0.147,2.728,-1.623,5.207,2.905,0.886,13.766,6.361,9.969,10.918,10.506,10.703,6.301,-0.469,-0.154,-1.108,-0.551,-0.226,1.071,0.932,0.110,1.835,-0.958,-0.735,-0.554,0.133,-0.007,0.211,-0.155,-0.049,0.202,0.715,-0.272,-0.214,0.336,-0.663,-0.507,-0.266,0.013,0,0
56,-0.720,2.189,-4.697,4.053,2.125,2.294,12.897,7.676,11.481,5.458,10.639,7.763,3.615,-0.233,0.338,-0.716,-0.549,0.576,1.894,-0.067,-0.659,1.360,-1.379,-1.270,-1.031,0.184,0.134,0.202,0.346,0.344,0.580,0.230,-0.372,-0.117,-0.214,0.001,0.167,-0.007,0.015,0,0
57,-0.779,3.086,-5.455,2.805,1.399,5.759,12.055,4.735,8.693,1.874,11.076,3.123,0.423,-0.099,0.477,0.295,0.755,1.943,1.863,-0.742,-0.903,0.788,-0.628,0.530,0.064,0.176,0.159,0.031,0.468,0.479,0.454,-0.417,-0.150,0.399,-0.172,0.660,0.630,0.161,-0.021,0,0
58,-0.140,4.935,-2.778,4.267,7.194,8.840,10.722,3.225,12.005,5.598,11.118,6.849,3.193,0.087,0.341,0.902,1.291,2.245,0.887,-0.254,0.061,1.095,0.733,1.516,0.233,0.130,0.108,-0.173,0.082,0.181,-0.328,-0.852,0.114,0.565,-0.464,0.452,0.113,-0.031,-0.061,0,0
59,-0.933,3.740,-1.107,8.873,10.087,6.929,11.144,4.070,13.645,7.710,11.145,13.808,6.830,0.165,-0.001,0.422,0.922,1.210,-0.510,0.276,1.743,1.110,1.284,1.020,-0.382,0.056,0.105,-0.175,-0.356,-0.353,-1.073,-0.832,0.004,0.077,-0.926,-0.220,-0.795,-0.153,-0.098,0,0
60,-0.206,3.569,-2.363,7.473,9.004,6.142,12.080,8.314,14.478,6.203,11.256,10.001,1.577,0.177,-0.289,-0.367,0.275,-0.700,-1.182,-0.006,0.841,-1.122,-0.075,-0.949,-0.963,-0.061,0.051,-0.115,-0.404,-0.509,-1.227,-0.567,-0.360,-0.605,-1.184,-0.877,-1.012,0.270,-0.105,0,0
61,0.079,3.763,-3.551,5.814,6.546,4.555,12.758,10.907,13.005,7.993,11.285,6.650,-0.678,0.382,-0.081,-0.849,-0.503,-1.950,-1.261,-0.848,-0.907,-2.736,-1.324,-2.214,-0.104,-0.217,-0.016,-0.039,-0.108,-0.385,-0.774,-0.143,-0.436,-0.681,-0.571,-0.992,-0.461,0.543,-0.077,0,0
62,0.236,3.477,-3.394,7.169,5.467,4.118,9.883,4.012,6.714,5.082,10.742,5.681,2.132,0.232,-0.193,-0.485,-0.541,-2.309,-1.574,-1.493,-1.639,-2.904,-2.347,-1.927,1.443,-0.259,-0.056,0.073,0.185,-0.138,-0.047,0.202,-0.100,0.204,0.605,-0.233,0.453,0.196,-0.019,0,0
63,0.757,3.378,-4.838,6.511,2.104,1.635,8.001,1.685,3.847,1.650,10.316,4.897,6.034,0.058,-0.242,-0.057,-0.593,-1.857,-1.029,-1.162,-0.423,-0.854,-2.540,-0.795,1.131,-0.231,-0.124,0.109,0.265,0.214,0.670,0.399,0.165,0.744,1.101,0.718,0.990,-0.449,0.037,0,0
64,0.613,2.795,-4.146,4.418,-0.320,-0.268,6.993,4.732,4.539,-2.358,10.445,1.241,5.437,0.057,0.155,0.161,-0.373,-0.981,-0.289,-0.349,1.621,0.963,-0.632,0.607,-0.601,-0.150,-0.150,0.091,0.009,0.306,0.950,0.502,0.179,0.442,0.921,1.272,0.750,-0.658,0.050,0,0
65,0.180,2.894,-3.461,4.227,0.153,1.602,8.396,8.431,9.824,-0.986,10.279,4.894,3.323,-0.151,0.291,0.152,0.484,0.734,0.091,-0.596,1.183,0.835,1.407,1.467,-1.328,-0.088,-0.119,-0.027,-0.217,0.200,0.661,0.317,0.041,-0.374,0.330,1.014,-0.069,-0.172,0.042,0,0
66,0.809,4.491,-3.276,6.447,1.537,2.690,7.943,8.746,8.541,3.241,10.008,8.718,0.480,-0.416,-0.003,-0.542,0.450,1.145,0.376,-0.882,-0.234,0.859,2.039,0.693,-0.616,-0.083,-0.080,-0.203,-0.297,-0.143,0.089,0.094,0.029,-0.911,-0.114,0.026,-0.625,0.412,0.023,0,0
67,-0.094,3.984,-4.515,7.916,4.843,0.610,4.545,5.592,6.019,5.883,10.094,8.494,1.874,-0.300,-0.300,-0.791,-0.002,0.382,0.224,-0.689,-1.363,0.848,1.193,-1.185,0.278,-0.054,0.035,-0.178,-0.143,-0.374,-0.396,-0.047,0.276,-0.585,-0.287,-0.697,-0.397,0.380,0.007,0,0
68,-1.329,2.234,-6.331,4.822,3.062,2.108,4.508,4.981,10.734,4.402,10.123,2.904,3.082,-0.268,-0.563,-0.851,-0.846,-0.360,0.116,-0.160,-1.663,0.384,-0.394,-1.191,0.658,-0.053,0.123,0.001,0.157,-0.139,-0.370,-0.192,0.305,-0.059,-0.596,-0.630,0.419,-0.041,0.002,0,0
69,-0.253,2.524,-5.889,5.029,1.301,3.013,6.670,3.497,12.967,4.400,9.952,1.875,3.412,-0.051,-0.322,-0.411,-0.740,-0.496,-0.014,0.425,-1.026,-0.364,-0.860,0.424,-0.067,-0.067,0.026,0.084,0.302,0.171,-0.161,-0.097,0.087,0.324,-0.567,-0.358,0.778,-0.314,0.006,0,0
70,-0.454,2.407,-6.846,3.661,1.509,2.068,6.079,1.480,6.989,2.011,9.813,6.075,3.001,0.077,0.014,0.052,0.125,-0.267,-0.465,0.084,-0.699,-1.514,-0.085,1.985,-0.650,-0.068,0.019,0.177,0.396,0.458,-0.066,0.116,-0.174,0.466,0.005,-0.088,0.254,-0.155,0.017,0,0
71,-0.788,2.288,-6.312,4.796,3.140,0.562,5.882,2.210,6.069,2.776,9.915,9.030,1.581,-0.342,-0.166,0.266,0.366,-0.469,0.028,-0.376,-0.226,-1.036,-0.750,1.116,-0.638,-0.016,0.101,0.237,0.416,0.429,-0.020,0.205,-0.349,0.344,0.516,0.114,-0.580,0.148,0.018,0,0
72,-0.676,2.422,-5.857,5.565,0.810,1.008,5.323,2.129,6.612,4.788,9.803,9.250,0.745,-0.030,0.242,0.790,0.892,-0.702,0.674,-0.630,0.266,0.748,-0.887,-0.265,0.166,0.008,-0.175,-0.379,0.365,0.326,0.289,0.003,-0.191,0.208,0.593,0.124,-0.989,0.125,0.139,0,0
73,-1.853,1.685,-5.053,5.908,-0.694,3.684,5.166,2.045,7.972,-0.739,9.874,5.865,1.351,0.506,0.751,1.303,1.021,-0.380,0.444,-0.961,0.209,1.084,0.110,-1.352,0.265,-0.015,-0.569,-1.151,0.063,0.151,0.456,-0.613,-0.179,-0.122,0.000,0.362,-0.672,-0.159,0.253,0,0
74,-0.070,3.919,-3.525,7.567,-0.086,3.879,3.285,2.895,9.776,-0.666,9.874,6.330,3.945,-1.225,-2.340,1.361,1.427,1.135,-0.657,-0.579,0.125,0.389,0.107,-1.726,-0.476,0.628,-0.958,-1.668,-0.377,-0.136,0.298,-0.956,-0.236,-0.424,-0.633,0.225,-0.220,-0.385,0.283,0,0
75,1.441,5.293,-0.964,8.903,1.686,1.348,2.095,2.870,9.907,6.053,9.803,3.732,1.303,-2.589,-4.628,0.296,0.855,0.894,-2.370,-1.296,-0.766,-0.857,0.563,-1.515,-1.111,0.936,-0.734,-1.140,-0.584,-0.230,-0.096,-0.668,-0.281,-0.419,-0.591,-0.120,0.237,-0.118,0.164,0,0
76,-8.446,-11.079,-1.096,11.202,5.297,-1.108,3.962,2.342,7.589,1.926,12.980,1.688,-1.610,-3.271,-5.407,-0.594,0.298,0.150,-2.701,-1.642,-1.365,-1.446,0.010,-1.285,-1.073,0.948,0.500,0.910,-0.375,-0.268,-0.481,0.031,-0.141,-0.023,-0.041,0.076,0.475,0.454,-0.152,0,0
77,-10.608,-13.958,-4.785,8.368,1.083,-5.671,-1.655,-1.509,4.783,0.780,13.004,0.612,-1.424,-2.140,-3.415,-0.641,0.434,-0.367,-1.872,-1.836,-1.142,-0.952,-0.440,-0.390,-0.029,0.647,1.326,2.320,0.145,-0.060,-0.254,0.726,0.533,0.567,0.510,0.297,0.521,0.710,-0.377,0,0
